player_1;points_player_1;player_2;points_player_2;round
Master_of_Desaster;2;lollonator;2;65
BlackHole;2;lollonator;2;65
Namse;6;Michael W;0;65
lollonator;6;Michael W;0;65
Kratos Aurion;6;Michael W;0;65
lordfire;6;Michael W;0;65
The Beast;6;Michael W;0;65
hug77;6;Michael W;0;65
P0LTERGEIST;6;Michael W;0;65
Master_of_Desaster;6;Michael W;0;65
BlackHole;2;Michael W;2;65
Namse;6;Kratos Aurion;0;65
lollonator;2;Kratos Aurion;2;65
Michael W;0;Kratos Aurion;6;65
lordfire;2;Kratos Aurion;2;65
The Beast;0;Kratos Aurion;6;65
hug77;2;Kratos Aurion;2;65
P0LTERGEIST;6;Kratos Aurion;0;65
Master_of_Desaster;2;Kratos Aurion;2;65
BlackHole;2;Kratos Aurion;2;65
Namse;6;lordfire;0;65
lollonator;2;lordfire;2;65
Michael W;0;lordfire;6;65
Kratos Aurion;2;lordfire;2;65
The Beast;0;lordfire;6;65
hug77;2;lordfire;2;65
P0LTERGEIST;6;lordfire;0;65
Master_of_Desaster;2;lordfire;2;65
BlackHole;2;lordfire;2;65
Namse;2;The Beast;2;65
lollonator;6;The Beast;0;65
Michael W;0;The Beast;6;65
Kratos Aurion;6;The Beast;0;65
lordfire;6;The Beast;0;65
hug77;6;The Beast;0;65
P0LTERGEIST;6;The Beast;0;65
Master_of_Desaster;0;The Beast;6;65
BlackHole;2;The Beast;2;65
Namse;6;hug77;0;65
lollonator;2;hug77;2;65
Michael W;0;hug77;6;65
Kratos Aurion;2;hug77;2;65
lordfire;2;hug77;2;65
The Beast;0;hug77;6;65
P0LTERGEIST;6;hug77;0;65
Master_of_Desaster;2;hug77;2;65
BlackHole;2;hug77;2;65
Namse;3;P0LTERGEIST;3;65
lollonator;0;P0LTERGEIST;6;65
Michael W;0;P0LTERGEIST;6;65
Kratos Aurion;0;P0LTERGEIST;6;65
lordfire;0;P0LTERGEIST;6;65
The Beast;0;P0LTERGEIST;6;65
hug77;0;P0LTERGEIST;6;65
Master_of_Desaster;6;P0LTERGEIST;0;65
BlackHole;0;P0LTERGEIST;6;65
Namse;0;Master_of_Desaster;6;65
lollonator;2;Master_of_Desaster;2;65
Michael W;0;Master_of_Desaster;6;65
Kratos Aurion;2;Master_of_Desaster;2;65
lordfire;2;Master_of_Desaster;2;65
The Beast;6;Master_of_Desaster;0;65
hug77;2;Master_of_Desaster;2;65
P0LTERGEIST;0;Master_of_Desaster;6;65
BlackHole;6;Master_of_Desaster;0;65
Namse;6;BlackHole;0;65
lollonator;2;BlackHole;2;65
Michael W;2;BlackHole;2;65
Kratos Aurion;2;BlackHole;2;65
lordfire;2;BlackHole;2;65
The Beast;2;BlackHole;2;65
hug77;2;BlackHole;2;65
P0LTERGEIST;6;BlackHole;0;65
Master_of_Desaster;0;BlackHole;6;65
lordfire;6;Namse;0;66
The Beast;3;Namse;3;66
Michael W;6;Namse;0;66
BlackHole;0;Namse;6;66
Master_of_Desaster;0;Namse;6;66
hug77;6;Namse;0;66
lollonator;2;Namse;2;66
P0LTERGEIST;4;Namse;1;66
Namse;0;lordfire;6;66
The Beast;3;lordfire;3;66
Michael W;3;lordfire;3;66
BlackHole;0;lordfire;6;66
Master_of_Desaster;0;lordfire;6;66
hug77;6;lordfire;0;66
lollonator;0;lordfire;6;66
P0LTERGEIST;0;lordfire;6;66
Namse;3;The Beast;3;66
lordfire;3;The Beast;3;66
Michael W;1;The Beast;4;66
BlackHole;6;The Beast;0;66
Master_of_Desaster;6;The Beast;0;66
hug77;1;The Beast;4;66
lollonator;0;The Beast;6;66
P0LTERGEIST;0;The Beast;6;66
Namse;0;Michael W;6;66
lordfire;3;Michael W;3;66
The Beast;4;Michael W;1;66
BlackHole;0;Michael W;6;66
Master_of_Desaster;0;Michael W;6;66
hug77;2;Michael W;2;66
lollonator;0;Michael W;6;66
P0LTERGEIST;4;Michael W;1;66
Namse;6;BlackHole;0;66
lordfire;6;BlackHole;0;66
The Beast;0;BlackHole;6;66
Michael W;6;BlackHole;0;66
Master_of_Desaster;2;BlackHole;2;66
hug77;0;BlackHole;6;66
lollonator;6;BlackHole;0;66
P0LTERGEIST;0;BlackHole;6;66
Namse;6;Master_of_Desaster;0;66
lordfire;6;Master_of_Desaster;0;66
The Beast;0;Master_of_Desaster;6;66
Michael W;6;Master_of_Desaster;0;66
BlackHole;2;Master_of_Desaster;2;66
hug77;0;Master_of_Desaster;6;66
lollonator;6;Master_of_Desaster;0;66
P0LTERGEIST;2;Master_of_Desaster;2;66
Namse;0;hug77;6;66
lordfire;0;hug77;6;66
The Beast;4;hug77;1;66
Michael W;2;hug77;2;66
BlackHole;6;hug77;0;66
Master_of_Desaster;6;hug77;0;66
lollonator;0;hug77;6;66
P0LTERGEIST;2;hug77;2;66
Namse;2;lollonator;2;66
lordfire;6;lollonator;0;66
The Beast;6;lollonator;0;66
Michael W;6;lollonator;0;66
BlackHole;0;lollonator;6;66
Master_of_Desaster;0;lollonator;6;66
hug77;6;lollonator;0;66
P0LTERGEIST;2;lollonator;2;66
Namse;1;P0LTERGEIST;4;66
lordfire;6;P0LTERGEIST;0;66
The Beast;6;P0LTERGEIST;0;66
Michael W;1;P0LTERGEIST;4;66
BlackHole;6;P0LTERGEIST;0;66
Master_of_Desaster;2;P0LTERGEIST;2;66
hug77;2;P0LTERGEIST;2;66
lollonator;2;P0LTERGEIST;2;66
Kratos Aurion;0;Namse;6;67
lollonator;1;Namse;4;67
The Beast;6;Namse;0;67
Michael W;6;Namse;0;67
hug77;0;Namse;6;67
lordfire;6;Namse;0;67
BlackHole;0;Namse;6;67
P0LTERGEIST;0;Namse;6;67
Master_of_Desaster;0;Namse;6;67
Namse;6;Kratos Aurion;0;67
lollonator;0;Kratos Aurion;6;67
The Beast;6;Kratos Aurion;0;67
Michael W;6;Kratos Aurion;0;67
hug77;6;Kratos Aurion;0;67
lordfire;2;Kratos Aurion;2;67
BlackHole;6;Kratos Aurion;0;67
P0LTERGEIST;0;Kratos Aurion;6;67
Master_of_Desaster;3;Kratos Aurion;3;67
Namse;4;lollonator;1;67
Kratos Aurion;6;lollonator;0;67
The Beast;6;lollonator;0;67
Michael W;6;lollonator;0;67
hug77;6;lollonator;0;67
lordfire;6;lollonator;0;67
BlackHole;6;lollonator;0;67
P0LTERGEIST;6;lollonator;0;67
Master_of_Desaster;6;lollonator;0;67
Namse;0;The Beast;6;67
Kratos Aurion;0;The Beast;6;67
lollonator;0;The Beast;6;67
Michael W;0;The Beast;6;67
hug77;2;The Beast;2;67
lordfire;1;The Beast;4;67
BlackHole;0;The Beast;6;67
P0LTERGEIST;0;The Beast;6;67
Master_of_Desaster;1;The Beast;4;67
Namse;0;Michael W;6;67
Kratos Aurion;0;Michael W;6;67
lollonator;0;Michael W;6;67
The Beast;6;Michael W;0;67
hug77;6;Michael W;0;67
lordfire;2;Michael W;2;67
BlackHole;0;Michael W;6;67
P0LTERGEIST;6;Michael W;0;67
Master_of_Desaster;6;Michael W;0;67
Namse;6;hug77;0;67
Kratos Aurion;0;hug77;6;67
lollonator;0;hug77;6;67
The Beast;2;hug77;2;67
Michael W;0;hug77;6;67
lordfire;0;hug77;6;67
BlackHole;0;hug77;6;67
P0LTERGEIST;6;hug77;0;67
Master_of_Desaster;4;hug77;1;67
Namse;0;lordfire;6;67
Kratos Aurion;2;lordfire;2;67
lollonator;0;lordfire;6;67
The Beast;4;lordfire;1;67
Michael W;2;lordfire;2;67
hug77;6;lordfire;0;67
BlackHole;0;lordfire;6;67
P0LTERGEIST;6;lordfire;0;67
Master_of_Desaster;6;lordfire;0;67
Namse;6;BlackHole;0;67
Kratos Aurion;0;BlackHole;6;67
lollonator;0;BlackHole;6;67
The Beast;6;BlackHole;0;67
Michael W;6;BlackHole;0;67
hug77;6;BlackHole;0;67
lordfire;6;BlackHole;0;67
P0LTERGEIST;2;BlackHole;2;67
Master_of_Desaster;1;BlackHole;4;67
Namse;6;P0LTERGEIST;0;67
Kratos Aurion;6;P0LTERGEIST;0;67
lollonator;0;P0LTERGEIST;6;67
The Beast;6;P0LTERGEIST;0;67
Michael W;0;P0LTERGEIST;6;67
hug77;0;P0LTERGEIST;6;67
lordfire;0;P0LTERGEIST;6;67
BlackHole;2;P0LTERGEIST;2;67
Master_of_Desaster;2;P0LTERGEIST;2;67
Namse;6;Master_of_Desaster;0;67
Kratos Aurion;3;Master_of_Desaster;3;67
lollonator;0;Master_of_Desaster;6;67
The Beast;4;Master_of_Desaster;1;67
Michael W;0;Master_of_Desaster;6;67
hug77;1;Master_of_Desaster;4;67
lordfire;0;Master_of_Desaster;6;67
BlackHole;4;Master_of_Desaster;1;67
P0LTERGEIST;2;Master_of_Desaster;2;67
Michael W;0;Namse;6;68
lollonator;6;Namse;0;68
BlackHole;0;Namse;6;68
P0LTERGEIST;3;Namse;3;68
The Beast;6;Namse;0;68
Kratos Aurion;6;Namse;0;68
IMP;6;Namse;0;68
hug77;6;Namse;0;68
Namse;6;Michael W;0;68
lollonator;6;Michael W;0;68
BlackHole;3;Michael W;3;68
P0LTERGEIST;6;Michael W;0;68
The Beast;6;Michael W;0;68
Kratos Aurion;0;Michael W;6;68
IMP;0;Michael W;6;68
hug77;3;Michael W;3;68
Namse;0;lollonator;6;68
Michael W;0;lollonator;6;68
BlackHole;0;lollonator;6;68
P0LTERGEIST;6;lollonator;0;68
The Beast;2;lollonator;2;68
Kratos Aurion;0;lollonator;6;68
IMP;0;lollonator;6;68
hug77;2;lollonator;2;68
Namse;6;BlackHole;0;68
Michael W;3;BlackHole;3;68
lollonator;6;BlackHole;0;68
P0LTERGEIST;6;BlackHole;0;68
The Beast;6;BlackHole;0;68
Kratos Aurion;0;BlackHole;6;68
IMP;0;BlackHole;6;68
hug77;6;BlackHole;0;68
Namse;3;P0LTERGEIST;3;68
Michael W;0;P0LTERGEIST;6;68
lollonator;0;P0LTERGEIST;6;68
BlackHole;0;P0LTERGEIST;6;68
The Beast;6;P0LTERGEIST;0;68
Kratos Aurion;4;P0LTERGEIST;1;68
IMP;3;P0LTERGEIST;3;68
hug77;3;P0LTERGEIST;3;68
Namse;0;The Beast;6;68
Michael W;0;The Beast;6;68
lollonator;2;The Beast;2;68
BlackHole;0;The Beast;6;68
P0LTERGEIST;0;The Beast;6;68
Kratos Aurion;2;The Beast;2;68
IMP;2;The Beast;2;68
hug77;6;The Beast;0;68
Namse;0;Kratos Aurion;6;68
Michael W;6;Kratos Aurion;0;68
lollonator;6;Kratos Aurion;0;68
BlackHole;6;Kratos Aurion;0;68
P0LTERGEIST;1;Kratos Aurion;4;68
The Beast;2;Kratos Aurion;2;68
IMP;2;Kratos Aurion;2;68
hug77;6;Kratos Aurion;0;68
Namse;0;IMP;6;68
Michael W;6;IMP;0;68
lollonator;6;IMP;0;68
BlackHole;6;IMP;0;68
P0LTERGEIST;3;IMP;3;68
The Beast;2;IMP;2;68
Kratos Aurion;2;IMP;2;68
hug77;6;IMP;0;68
Namse;0;hug77;6;68
Michael W;3;hug77;3;68
lollonator;2;hug77;2;68
BlackHole;0;hug77;6;68
P0LTERGEIST;3;hug77;3;68
The Beast;0;hug77;6;68
Kratos Aurion;0;hug77;6;68
IMP;0;hug77;6;68
IMP;6;Namse;0;69
lollonator;6;Namse;0;69
The Beast;6;Namse;0;69
BlackHole;0;Namse;6;69
Michael W;0;Namse;6;69
lordfire;6;Namse;0;69
Master_of_Desaster;0;Namse;6;69
hug77;1;Namse;4;69
P0LTERGEIST;6;Namse;0;69
Namse;0;IMP;6;69
lollonator;6;IMP;0;69
The Beast;6;IMP;0;69
BlackHole;6;IMP;0;69
Michael W;0;IMP;6;69
lordfire;6;IMP;0;69
Master_of_Desaster;0;IMP;6;69
hug77;1;IMP;4;69
P0LTERGEIST;0;IMP;6;69
Namse;0;lollonator;6;69
IMP;0;lollonator;6;69
The Beast;2;lollonator;2;69
BlackHole;0;lollonator;6;69
Michael W;0;lollonator;6;69
lordfire;2;lollonator;2;69
Master_of_Desaster;2;lollonator;2;69
hug77;0;lollonator;6;69
P0LTERGEIST;6;lollonator;0;69
Namse;0;The Beast;6;69
IMP;0;The Beast;6;69
lollonator;2;The Beast;2;69
BlackHole;0;The Beast;6;69
Michael W;6;The Beast;0;69
lordfire;2;The Beast;2;69
Master_of_Desaster;0;The Beast;6;69
hug77;2;The Beast;2;69
P0LTERGEIST;6;The Beast;0;69
Namse;6;BlackHole;0;69
IMP;0;BlackHole;6;69
lollonator;6;BlackHole;0;69
The Beast;6;BlackHole;0;69
Michael W;0;BlackHole;6;69
lordfire;6;BlackHole;0;69
Master_of_Desaster;6;BlackHole;0;69
hug77;0;BlackHole;6;69
P0LTERGEIST;6;BlackHole;0;69
Namse;6;Michael W;0;69
IMP;6;Michael W;0;69
lollonator;6;Michael W;0;69
The Beast;0;Michael W;6;69
BlackHole;6;Michael W;0;69
lordfire;6;Michael W;0;69
Master_of_Desaster;0;Michael W;6;69
hug77;6;Michael W;0;69
P0LTERGEIST;0;Michael W;6;69
Namse;0;lordfire;6;69
IMP;0;lordfire;6;69
lollonator;2;lordfire;2;69
The Beast;2;lordfire;2;69
BlackHole;0;lordfire;6;69
Michael W;0;lordfire;6;69
Master_of_Desaster;2;lordfire;2;69
hug77;0;lordfire;6;69
P0LTERGEIST;6;lordfire;0;69
Namse;6;Master_of_Desaster;0;69
IMP;6;Master_of_Desaster;0;69
lollonator;2;Master_of_Desaster;2;69
The Beast;6;Master_of_Desaster;0;69
BlackHole;0;Master_of_Desaster;6;69
Michael W;6;Master_of_Desaster;0;69
lordfire;2;Master_of_Desaster;2;69
hug77;6;Master_of_Desaster;0;69
P0LTERGEIST;6;Master_of_Desaster;0;69
Namse;4;hug77;1;69
IMP;4;hug77;1;69
lollonator;6;hug77;0;69
The Beast;2;hug77;2;69
BlackHole;6;hug77;0;69
Michael W;0;hug77;6;69
lordfire;6;hug77;0;69
Master_of_Desaster;0;hug77;6;69
P0LTERGEIST;6;hug77;0;69
Namse;0;P0LTERGEIST;6;69
IMP;6;P0LTERGEIST;0;69
lollonator;0;P0LTERGEIST;6;69
The Beast;0;P0LTERGEIST;6;69
BlackHole;0;P0LTERGEIST;6;69
Michael W;6;P0LTERGEIST;0;69
lordfire;0;P0LTERGEIST;6;69
Master_of_Desaster;0;P0LTERGEIST;6;69
hug77;0;P0LTERGEIST;6;69
Kratos Aurion;0;Namse;6;70
hug77;0;Namse;6;70
The Beast;0;Namse;6;70
Michael W;0;Namse;6;70
BlackHole;0;Namse;6;70
P0LTERGEIST;6;Namse;0;70
Master_of_Desaster;0;Namse;6;70
Namse;6;Kratos Aurion;0;70
hug77;6;Kratos Aurion;0;70
The Beast;0;Kratos Aurion;6;70
Michael W;6;Kratos Aurion;0;70
BlackHole;6;Kratos Aurion;0;70
P0LTERGEIST;6;Kratos Aurion;0;70
Master_of_Desaster;0;Kratos Aurion;6;70
Namse;6;hug77;0;70
Kratos Aurion;0;hug77;6;70
The Beast;0;hug77;6;70
Michael W;0;hug77;6;70
BlackHole;0;hug77;6;70
P0LTERGEIST;6;hug77;0;70
Master_of_Desaster;0;hug77;6;70
Namse;6;The Beast;0;70
Kratos Aurion;6;The Beast;0;70
hug77;6;The Beast;0;70
Michael W;6;The Beast;0;70
BlackHole;6;The Beast;0;70
P0LTERGEIST;6;The Beast;0;70
Master_of_Desaster;6;The Beast;0;70
Namse;6;Michael W;0;70
Kratos Aurion;0;Michael W;6;70
hug77;6;Michael W;0;70
The Beast;0;Michael W;6;70
BlackHole;0;Michael W;6;70
P0LTERGEIST;6;Michael W;0;70
Master_of_Desaster;2;Michael W;2;70
Namse;6;BlackHole;0;70
Kratos Aurion;0;BlackHole;6;70
hug77;6;BlackHole;0;70
The Beast;0;BlackHole;6;70
Michael W;6;BlackHole;0;70
P0LTERGEIST;6;BlackHole;0;70
Master_of_Desaster;6;BlackHole;0;70
Namse;0;P0LTERGEIST;6;70
Kratos Aurion;0;P0LTERGEIST;6;70
hug77;0;P0LTERGEIST;6;70
The Beast;0;P0LTERGEIST;6;70
Michael W;0;P0LTERGEIST;6;70
BlackHole;0;P0LTERGEIST;6;70
Master_of_Desaster;0;P0LTERGEIST;6;70
Namse;6;Master_of_Desaster;0;70
Kratos Aurion;6;Master_of_Desaster;0;70
hug77;6;Master_of_Desaster;0;70
The Beast;0;Master_of_Desaster;6;70
Michael W;2;Master_of_Desaster;2;70
BlackHole;0;Master_of_Desaster;6;70
P0LTERGEIST;6;Master_of_Desaster;0;70
Kratos Aurion;6;Namse;0;71
BlackHole;0;Namse;6;71
Master_of_Desaster;6;Namse;0;71
hug77;1;Namse;4;71
lordfire;0;Namse;6;71
Michael W;0;Namse;6;71
The Beast;0;Namse;6;71
P0LTERGEIST;3;Namse;3;71
Namse;0;Kratos Aurion;6;71
BlackHole;0;Kratos Aurion;6;71
Master_of_Desaster;2;Kratos Aurion;2;71
hug77;2;Kratos Aurion;2;71
lordfire;0;Kratos Aurion;6;71
Michael W;0;Kratos Aurion;6;71
The Beast;0;Kratos Aurion;6;71
P0LTERGEIST;0;Kratos Aurion;6;71
Namse;6;BlackHole;0;71
Kratos Aurion;6;BlackHole;0;71
Master_of_Desaster;6;BlackHole;0;71
hug77;0;BlackHole;6;71
lordfire;6;BlackHole;0;71
Michael W;6;BlackHole;0;71
The Beast;0;BlackHole;6;71
P0LTERGEIST;3;BlackHole;3;71
Namse;0;Master_of_Desaster;6;71
Kratos Aurion;2;Master_of_Desaster;2;71
BlackHole;0;Master_of_Desaster;6;71
hug77;2;Master_of_Desaster;2;71
lordfire;0;Master_of_Desaster;6;71
Michael W;0;Master_of_Desaster;6;71
The Beast;0;Master_of_Desaster;6;71
P0LTERGEIST;0;Master_of_Desaster;6;71
Namse;4;hug77;1;71
Kratos Aurion;2;hug77;2;71
BlackHole;6;hug77;0;71
Master_of_Desaster;2;hug77;2;71
lordfire;6;hug77;0;71
Michael W;4;hug77;1;71
The Beast;0;hug77;6;71
P0LTERGEIST;3;hug77;3;71
Namse;6;lordfire;0;71
Kratos Aurion;6;lordfire;0;71
BlackHole;0;lordfire;6;71
Master_of_Desaster;6;lordfire;0;71
hug77;0;lordfire;6;71
Michael W;6;lordfire;0;71
The Beast;0;lordfire;6;71
P0LTERGEIST;1;lordfire;4;71
Namse;6;Michael W;0;71
Kratos Aurion;6;Michael W;0;71
BlackHole;0;Michael W;6;71
Master_of_Desaster;6;Michael W;0;71
hug77;1;Michael W;4;71
lordfire;0;Michael W;6;71
The Beast;0;Michael W;6;71
P0LTERGEIST;3;Michael W;3;71
Namse;6;The Beast;0;71
Kratos Aurion;6;The Beast;0;71
BlackHole;6;The Beast;0;71
Master_of_Desaster;6;The Beast;0;71
hug77;6;The Beast;0;71
lordfire;6;The Beast;0;71
Michael W;6;The Beast;0;71
P0LTERGEIST;3;The Beast;3;71
Namse;3;P0LTERGEIST;3;71
Kratos Aurion;6;P0LTERGEIST;0;71
BlackHole;3;P0LTERGEIST;3;71
Master_of_Desaster;6;P0LTERGEIST;0;71
hug77;3;P0LTERGEIST;3;71
lordfire;4;P0LTERGEIST;1;71
Michael W;3;P0LTERGEIST;3;71
The Beast;3;P0LTERGEIST;3;71
Kratos Aurion;0;Namse;6;72
lollonator;0;Namse;6;72
Michael W;6;Namse;0;72
The Beast;6;Namse;0;72
BlackHole;0;Namse;6;72
hug77;6;Namse;0;72
P0LTERGEIST;6;Namse;0;72
Master_of_Desaster;0;Namse;6;72
Namse;6;Kratos Aurion;0;72
lollonator;6;Kratos Aurion;0;72
Michael W;6;Kratos Aurion;0;72
The Beast;6;Kratos Aurion;0;72
BlackHole;3;Kratos Aurion;3;72
hug77;4;Kratos Aurion;1;72
P0LTERGEIST;3;Kratos Aurion;3;72
Master_of_Desaster;3;Kratos Aurion;3;72
Namse;6;lollonator;0;72
Kratos Aurion;0;lollonator;6;72
Michael W;6;lollonator;0;72
The Beast;6;lollonator;0;72
BlackHole;0;lollonator;6;72
hug77;4;lollonator;1;72
P0LTERGEIST;6;lollonator;0;72
Master_of_Desaster;0;lollonator;6;72
Namse;0;Michael W;6;72
Kratos Aurion;0;Michael W;6;72
lollonator;0;Michael W;6;72
The Beast;1;Michael W;4;72
BlackHole;0;Michael W;6;72
hug77;3;Michael W;3;72
P0LTERGEIST;4;Michael W;1;72
Master_of_Desaster;0;Michael W;6;72
Namse;0;The Beast;6;72
Kratos Aurion;0;The Beast;6;72
lollonator;0;The Beast;6;72
Michael W;4;The Beast;1;72
BlackHole;0;The Beast;6;72
hug77;3;The Beast;3;72
P0LTERGEIST;3;The Beast;3;72
Master_of_Desaster;0;The Beast;6;72
Namse;6;BlackHole;0;72
Kratos Aurion;3;BlackHole;3;72
lollonator;6;BlackHole;0;72
Michael W;6;BlackHole;0;72
The Beast;6;BlackHole;0;72
hug77;6;BlackHole;0;72
P0LTERGEIST;6;BlackHole;0;72
Master_of_Desaster;6;BlackHole;0;72
Namse;0;hug77;6;72
Kratos Aurion;1;hug77;4;72
lollonator;1;hug77;4;72
Michael W;3;hug77;3;72
The Beast;3;hug77;3;72
BlackHole;0;hug77;6;72
P0LTERGEIST;3;hug77;3;72
Master_of_Desaster;0;hug77;6;72
Namse;0;P0LTERGEIST;6;72
Kratos Aurion;3;P0LTERGEIST;3;72
lollonator;0;P0LTERGEIST;6;72
Michael W;1;P0LTERGEIST;4;72
The Beast;3;P0LTERGEIST;3;72
BlackHole;0;P0LTERGEIST;6;72
hug77;3;P0LTERGEIST;3;72
Master_of_Desaster;6;P0LTERGEIST;0;72
Namse;6;Master_of_Desaster;0;72
Kratos Aurion;3;Master_of_Desaster;3;72
lollonator;6;Master_of_Desaster;0;72
Michael W;6;Master_of_Desaster;0;72
The Beast;6;Master_of_Desaster;0;72
BlackHole;0;Master_of_Desaster;6;72
hug77;6;Master_of_Desaster;0;72
P0LTERGEIST;0;Master_of_Desaster;6;72
Michael W;0;Namse;6;73
BlackHole;0;Namse;6;73
The Beast;3;Namse;3;73
lordfire;0;Namse;6;73
Master_of_Desaster;0;Namse;6;73
Kratos Aurion;0;Namse;6;73
